"","it","t_mid","K","time","br","pr"
"18380",4024,15.0940589793725,127.339150909205,-44.9234093602392,272,0.0315817561587324
"18381",4025,9.22550846409665,338.716209463106,-36.9856289242985,956,0.522956878624378
"18382",4025,13.5825126487241,636.351163045704,-32.7716657463557,429,0.341851987795652
"18383",4025,11.5923079341525,110.075005998511,-34.8185605976904,827,0.0913959564276483
"18384",4025,20.1076163720212,121.633506546004,-45.1110215459938,272,0.0377881137311909
"18385",4026,9.66744812753399,377.4960896825,-36.9589365206852,956,0.539628837493098
"18386",4026,15.6136679902694,819.833575378195,-32.8327053328298,429,0.313264569936657
"18387",4026,11.4587235497313,111.726417822538,-35.1075284111318,827,0.0988334536036184
"18388",4026,31.733833221762,215.789956768702,-46.8388372900276,272,0.0437221435895127
"18389",4027,8.41622021475567,353.677768106409,-37.0872769143079,956,0.525338921415938
"18390",4027,17.6986508160941,1059.70560890487,-32.820165322872,429,0.334376857880457
"18391",4027,12.134160658578,115.880440833851,-35.4076621292553,827,0.0930199073972941
"18392",4027,9.32887974904866,95.0735600265792,-45.1812768079813,272,0.0429721937451395
"18393",4028,11.3818782929812,448.105486906606,-36.981854356948,956,0.554067604373766
"18394",4028,17.3881894804327,1022.14992243723,-32.8582050405661,429,0.323380007481282
"18395",4028,16.4039598565009,193.151867828972,-34.9984765951552,827,0.0798541929062299
"18396",4028,19.1012794808505,119.96804729426,-45.3222892648483,272,0.0376680326802156
"18397",4029,11.6139861064805,430.952127936883,-37.0566923180974,956,0.540266285211792
"18398",4029,15.5590716405876,727.579791923334,-32.8955069661774,429,0.326168316987385
"18399",4029,19.8130175986556,186.7488756087,-35.5992101772434,827,0.0721247856656843
"18400",4029,18.5543012976437,118.108613200712,-45.776639349321,272,0.0450489511005664
"18401",4029,13.0564380851323,189.724339796619,-33.2899348270106,54,0.0130850333119721
"18402",4030,9.13348838768217,345.404504438905,-36.9313879165591,956,0.484445721593461
"18403",4030,16.1676388439782,958.00671249985,-32.823909152541,429,0.355673956968758
"18404",4030,12.4641168553235,125.876237102239,-34.8941665756405,827,0.0943778432853582
"18405",4030,23.51639656553,141.21784160384,-45.6285809329022,272,0.0305274654852857
"18406",4030,23.317774562033,771.76011719956,-33.3097922674648,54,0.0276220633615218
"18407",4031,8.36075422908458,291.711902607392,-36.9840252707844,956,0.507181048321942
"18408",4031,29.4245122769237,2083.53065328702,-32.9592565654075,429,0.357250473211786
"18409",4031,16.851973952685,154.056227909151,-36.2201154283184,716,0.0767613841352415
"18410",4031,38.9036005696789,301.048639004461,-46.3831513104458,272,0.029455100756328
"18411",4031,16.8043719583735,288.708471468803,-33.2344053278019,54,0.0240522331046522
"18412",4032,9.81094676470268,347.788053381589,-36.987130623614,956,0.52041785470106
"18413",4032,16.921373336024,919.413462720106,-32.8113824977744,429,0.334569406797919
"18414",4032,17.9139196689623,199.446827979483,-35.2542407682809,827,0.0865320245845026
"18415",4032,21.7467025934593,122.76336429693,-46.1766183460003,272,0.0365127495728731
"18416",4032,16.6635734193798,191.1487156763,-33.2631884283927,54,0.0171216882662361
"18417",4033,10.1759731451298,339.472758246369,-37.027514489388,956,0.52206133555582
"18418",4033,20.4472144965875,1166.82652370896,-32.8900100683895,429,0.321612058133681
"18419",4033,25.9912716896517,384.092567864882,-35.1834252859676,827,0.0826592681081898
"18420",4033,18.6670365585673,110.142731287971,-45.1715047875315,272,0.0436524850154923
"18421",4033,19.5281424652912,287.703622308414,-33.2037241551899,54,0.0253466441434781
"18422",4034,10.7370064613228,346.799563677205,-36.9625815486145,956,0.511130167477432
"18423",4034,14.4471412323366,678.630250908668,-32.8067652510582,429,0.338942154686704
"18424",4034,36.6788570823068,516.913503722355,-36.8468842601959,716,0.0804550336514841
"18425",4034,25.2471012905779,124.88362541016,-51.3029559386599,161,0.0410305328432656
"18426",4034,23.6482752767797,506.353200687515,-33.2185584552111,54,0.0238823695611974
"18427",4035,8.71805476427195,301.568975493094,-36.9625815486145,956,0.52988692088492
"18428",4035,17.7890497463332,979.354722897375,-32.7605269605223,429,0.309888739979397
"18429",4035,18.4596607843604,192.561019742018,-35.5557656713287,827,0.0931066156482715
"18430",4035,21.2148775072768,119.073064516947,-45.974242761529,272,0.0391448930032542
"18431",4035,14.614886248632,173.878040374331,-33.592402148843,54,0.0227149202459944
"18432",4036,9.92326280294804,345.578137725374,-37.0202858333142,956,0.493941473729435
"18433",4036,18.5976306201394,1053.02456977703,-32.8793079450958,429,0.346969232352983
"18434",4036,14.5667236155784,173.117837533927,-35.0361664660785,827,0.0904613331779968
"18435",4036,9.03289030667468,84.0626597490203,-33.2134673344461,54,0.0256573193460455
"18436",4036,17.2361156033509,139.684829680958,-45.3393611740722,272,0.0368387828313494
"18437",4037,10.2649558550471,344.008068224301,-37.0298211125913,956,0.520773384878906
"18438",4037,17.3364821815436,911.068724985406,-32.8086657168033,429,0.325064002352818
"18439",4037,13.7268735631945,133.118210953831,-36.1322669185598,716,0.0737104763513197
"18440",4037,11.9774286371854,157.871248958337,-33.1061313987318,54,0.0329197185658977
"18441",4037,52.0746732299067,225.111983789443,-46.0083846017411,272,0.0264254888049945
"18442",4037,39.6111248684757,214.114334506348,-43.9962552277947,383,0.0179153530339148
"18443",4038,7.59194990453381,276.745775199555,-36.9983480595437,956,0.541581480137456
"18444",4038,14.4585674853545,622.865256911244,-32.9274557038905,429,0.308979652593232
"18445",4038,18.939818067283,239.318686170734,-35.6234616461968,827,0.0802830879494776
"18446",4038,14.9694088294578,194.347143548933,-33.4132504229862,54,0.0238544900578318
"18447",4038,37.5791753496032,229.5542177351,-47.4863763047429,272,0.0423513748776208
"18448",4039,10.9084010682189,385.303550345271,-36.9983480595437,956,0.503533004869218
"18449",4039,13.2500613732028,645.010925630317,-32.8139554735251,429,0.356345058394813
"18450",4039,15.3724521330849,146.835156863742,-35.6928408496842,827,0.0775553688973529
"18451",4039,13.0946774067044,224.250157266649,-33.3550236089544,54,0.0165674413477792
"18452",4039,35.8630288569729,328.003313788488,-45.6942232612622,272,0.0362479162680234
"18453",4040,10.34059640795,326.48175081903,-37.5020925560947,956,0.530473785873509
"18454",4040,16.0289314972751,814.889392677527,-32.8011182940932,429,0.326458735172368
"18455",4040,12.432308523668,127.650568117605,-34.9750007900632,827,0.0765798217493602
"18456",4040,8.24229313875447,102.290041924019,-33.196913218701,54,0.0242767117162746
"18457",4040,28.5636872385223,246.821379180253,-45.4471117038846,272,0.0372857296425227
"18458",4041,10.2861992329113,366.813270643366,-37.0583213528017,956,0.529001883570983
"18459",4041,15.0347309453851,738.416576637467,-32.8239137651064,429,0.318362895688521
"18460",4041,12.4712526718884,125.922570369036,-34.9735666433967,827,0.0853874888318153
"18461",4041,16.0799830942448,213.985194385707,-33.1504494722298,54,0.023957763700934
"18462",4041,15.2217095473289,93.4548889573583,-46.7072531890212,272,0.0375322856514258
"18463",4042,10.2941555782667,353.969818973601,-36.9629076710381,956,0.5088266229397
"18464",4042,22.6320191488322,1410.32806989734,-32.8545071588421,429,0.366981080917141
"18465",4042,10.5437492328821,112.734095781485,-34.7970442571548,827,0.0677568492385663
"18466",4042,14.5906084046597,235.26712761108,-33.1225308033311,54,0.013985584224965
"18467",4042,26.7172531776651,282.193806517182,-46.0354070234036,272,0.0396197750873269
"18468",4043,12.1737665620706,438.047603301855,-37.0220736939828,956,0.510936826505231
"18469",4043,18.7092251794469,984.172221528496,-32.9634809813861,429,0.338228717554928
"18470",4043,13.7757632345642,147.876261123298,-36.5662451793597,716,0.092184366167059
"18471",4043,10.4741106034997,141.997046159084,-33.1243146261386,54,0.0213110537054616
"18472",4043,28.0895933166485,154.497737706273,-46.346880790211,272,0.0345350888571377
"18473",4044,9.50442912613637,356.790757774027,-36.9364129017429,956,0.53398623147118
"18474",4044,16.5396065214666,738.971786552572,-32.9155956216299,429,0.324980491130319
"18475",4044,15.2726728793149,140.663610987683,-35.3903319421531,827,0.0875508413811879
"18476",4044,10.3929128338786,150.986440093052,-33.397443882222,54,0.0177590861393748
"18477",4044,33.4790211507342,221.834313317985,-50.7006895768809,161,0.0331269064845846
"18478",4045,7.86038404368004,312.299964822131,-36.949783862669,956,0.516316955960602
"18479",4045,21.163936598934,1245.26788984451,-32.8829125190444,429,0.34540794187406
"18480",4045,17.4705497140972,238.459269986215,-34.8115973118119,827,0.0796437770516652
"18481",4045,11.3370812829281,146.252495438,-33.1365400745407,54,0.0257354738038706
"18482",4045,42.6192236380186,295.932009173149,-50.3544095283963,161,0.0313409546404997
"18483",4046,9.23760598978703,343.788416919267,-36.9646360884804,956,0.532780447844808
"18484",4046,12.9131930496481,651.971629619451,-32.8015968910688,429,0.321722292702093
"18485",4046,17.1583559390528,169.533537964489,-36.3022714540656,716,0.0933284649882113
"18486",4046,11.7517780633224,130.073742014021,-33.2917719471138,54,0.020313410623044
"18487",4046,9.16944906391288,59.1825518245801,-44.6897396362507,272,0.0293918873160438
"18488",4047,9.03985809453727,322.21945686306,-36.9386292215812,956,0.517317006618331
"18489",4047,17.113165956583,817.626419902146,-32.7812411839702,429,0.311041760958975
"18490",4047,25.5073172371234,373.760608683102,-35.3685357065724,827,0.0951351128172982
"18491",4047,17.2076636701315,236.049610657068,-33.5594369946182,54,0.0194559154033787
"18492",4047,26.527084639534,185.448845202117,-48.6425184214501,161,0.0517836402395782
"18493",4048,9.9200840846058,338.509985096112,-37.0679248663385,956,0.519781860827799
"18494",4048,17.8793280833303,955.674345550106,-32.8410422866419,429,0.315219669052596
"18495",4048,14.5866583409397,183.807059654434,-35.1669876607599,827,0.0870202783193585
"18496",4048,14.2010175465433,208.410622025883,-33.0819534334376,54,0.0361117841256427
"18497",4048,18.377179020092,119.219337144466,-45.8733219053107,272,0.0365397962429
"18498",4049,11.9557382785596,381.025724215354,-37.0029291750985,956,0.520312335717844
"18499",4049,10.0862252624585,439.564749146772,-32.7946945542893,429,0.321656759517017
"18500",4049,11.0527381046034,107.082700095129,-34.9266789169927,827,0.0977974046868684
"18501",4049,3.5230562307724,47.7371222816249,-32.9562462033714,54,0.0215278350277554
"18502",4049,15.9611379403268,61.5605243673298,-47.0500008181396,272,0.0366002779370695
"18503",4050,8.36343187851394,287.408644374821,-37.0491618451003,956,0.49917029972909
"18504",4050,20.7113616427155,1298.1946807245,-32.8855311733158,429,0.348845281891715
"18505",4050,21.1638381061092,350.678580346119,-33.2631378177101,54,0.0303192684948596
"18506",4050,40.5126368994339,464.276722476645,-46.3123029720237,272,0.119383202890408
"18507",4051,8.20495377028779,314.750807543326,-36.9593901312158,956,0.489350572313692
"18508",4051,14.7308978459418,788.097972689891,-32.7856947160622,429,0.340165848369047
"18509",4051,21.6698883392935,374.787967090635,-33.6100387799916,54,0.0273039905545982
"18510",4051,39.5487357860264,341.249768151758,-47.2287637169225,272,0.139291179241128
"18511",4052,10.2560299726594,350.285604791478,-37.0877538774619,956,0.498994248455976
"18512",4052,15.1151996601777,766.383500820592,-32.7774773725435,429,0.341445259864786
"18513",4052,20.9915859428255,507.270316133097,-33.6134717664213,54,0.0290339053756192
"18514",4052,52.4291908140011,582.410539970937,-47.1835651479815,272,0.12783361612874
"18515",4053,12.1274819318122,378.899296880092,-37.0581828826781,956,0.542984937844514
"18516",4053,19.3142568197181,1116.61860594762,-32.8379394545049,429,0.321283435952473
"18517",4053,13.8520861401593,241.102932906168,-33.1597098000435,54,0.019711467267088
"18518",4053,29.4012833667447,303.720690308667,-45.3304378518648,272,0.11156358637015
"18519",4054,9.86715967282001,369.223793163999,-37.0727828196747,956,0.571245266912472
"18520",4054,30.7511123707874,2448.76090715979,-32.7523641410418,429,0.30032174018968
"18521",4054,36.846464760426,455.958489964824,-45.3618208959888,272,0.125594659472636
"18522",4055,11.0464169233822,406.900728132967,-36.9397462509826,956,0.558484188630459
"18523",4055,25.7733775578904,1559.64431547496,-33.0413742749009,429,0.343547448443173
"18524",4055,48.360051343174,459.277348545503,-50.1543475881281,161,0.0961256094735426
"18525",4056,8.18362373855074,359.138915039504,-36.9229569207663,956,0.558647570855302
"18526",4056,16.5266899751237,784.893527450276,-32.8161040574871,429,0.310642167598251
"18527",4056,28.1573730830603,265.959398624579,-45.6191465645756,272,0.127175291348167
"18528",4057,10.2183094730763,387.425645896757,-36.9527266012287,956,0.567405712630082
"18529",4057,15.5434999868021,789.148171917173,-32.8120072889632,429,0.314966050193027
"18530",4057,40.3564131675892,395.868952577445,-46.08577197817,272,0.114100967866563
"18531",4058,9.71182062427372,351.54932087602,-37.2068655771693,956,0.544792161553989
"18532",4058,15.9218776242008,847.839582585936,-32.8393652199987,429,0.333025126128922
"18533",4058,29.3201362921688,256.089143806162,-45.7683276109115,272,0.118231381282122
"18534",4059,10.8934873189243,431.151083426964,-37.0633600193293,956,0.524471747425277
"18535",4059,11.8764653920895,550.66166309816,-32.773741967741,429,0.352770804756793
"18536",4059,37.5765447077558,425.082087186915,-45.6334142187515,272,0.119623897861915
"18537",4060,10.2822413409662,377.794759807965,-37.0827495515963,956,0.554198918898333
"18538",4060,23.3027174304792,1313.33905837819,-33.0973238225291,429,0.303278350625371
"18539",4060,44.3913329749064,696.600650680528,-45.1022819566747,272,0.108450554552973
"18540",4060,27.9435400279351,583.371313644063,-33.4556944459811,54,0.028384418909079
"18541",4061,10.5379540629458,345.536435606399,-37.2030061509465,956,0.507974155146685
"18542",4061,19.4161939411822,1109.92992365223,-32.8341433098598,429,0.348010294946266
"18543",4061,25.6631723536656,149.279071180784,-46.2119662557366,272,0.0345357153141857
"18544",4061,17.4188225505655,276.711120997652,-33.4865609918923,54,0.0273240809694335
"18545",4061,9.78707230926344,95.6597339718487,-34.9863551837555,827,0.0788791196463287
"18546",4062,10.0530682738229,333.137032856541,-37.0455179648517,956,0.524636643258221
"18547",4062,14.6405343617805,651.711248695635,-32.8023158756734,429,0.333019448511251
"18548",4062,20.0867844959592,70.8553358496533,-45.652896144158,272,0.0308490163245871
"18549",4062,14.7185905543155,379.121142051262,-33.529325718678,54,0.0205365601532973
"18550",4062,15.1350997271034,132.788246571289,-35.3420897258031,827,0.0870316822762724
"18551",4063,11.6102603672725,386.951034736485,-37.0936766351249,956,0.49467859295566
"18552",4063,20.615830925016,1228.41484785287,-32.9848404773432,429,0.348580999501807
"18553",4063,25.4269360234877,152.748936637788,-46.1284336206822,272,0.0318219986706621
"18554",4063,18.966621896194,429.205573053366,-33.1802165142208,54,0.0259999682038708
"18555",4063,12.5102835105555,136.880133682854,-34.8896735478717,827,0.0895314327325233
"18556",4064,8.47266341585986,326.854272923173,-37.0387040103595,956,0.526387281628694
"18557",4064,13.075908916066,605.076446792903,-32.8697081162745,429,0.317389981087975
"18558",4064,32.9315290121185,133.37680921875,-53.3048683851194,161,0.0472911217676174
"18559",4064,21.7360169235927,469.224917828763,-33.3315877955035,54,0.0296596813472165
"18560",4064,15.5417087010727,193.994569062471,-34.8395900818487,827,0.0785818468140745
"18561",4065,11.0679955215328,384.158314016567,-37.0289875421151,956,0.521782505126574
"18562",4065,14.2707736280535,647.988953720197,-32.8097699479463,429,0.316534292762023
"18563",4065,41.4232613260816,276.101552498641,-50.335813663656,161,0.0467857499147722
"18564",4065,15.0630901336301,247.909389560966,-33.1111587378237,54,0.0305266139197366
"18565",4065,14.5554918999264,161.97957932473,-35.4106320647735,827,0.0818938910196749
"18566",4066,9.47749915896102,357.239011729278,-36.9766781276988,956,0.519884293690551
"18567",4066,19.5305358825285,1114.58455433523,-32.7917484139258,429,0.338369965868275
"18568",4066,34.6210321145101,326.924756907015,-44.9566787514991,272,0.0308826857709116
"18569",4066,6.94147493543594,86.7232628934063,-33.1064425991514,54,0.0251493097408924
"18570",4066,25.1101100488424,367.983559822797,-35.0679110955035,827,0.0815605817200141
"18571",4067,9.90486347290628,365.136019524151,-37.0106042819066,956,0.532679021766081
"18572",4067,21.1197398638665,1325.11207071227,-32.7767634874394,429,0.326431327639102
"18573",4067,15.5440801023735,178.217750235747,-33.5731051474776,54,0.00368192307908322
"18574",4067,9.38794725808379,84.94359929031,-34.9435109335494,827,0.0715442044561422
"18575",4067,6.60250539297852,69.5419203080522,-31.9065137071172,56,0.0229620283709191
"18576",4068,8.65626355452205,302.264481894146,-37.0618357404622,956,0.529298200679988
"18577",4068,21.0110312034467,1310.33803963696,-32.8211329388347,429,0.303265379196726
"18578",4068,26.6885045516204,500.330981587066,-33.6134116022402,54,0.0298210581043104
"18579",4068,17.3051169942061,205.191415301159,-35.2335973615956,827,0.101372006539648
"18580",4068,37.1629131935205,296.894762693032,-46.427858793957,272,0.0307214834618959
"18581",4069,9.69434676930666,352.749615031108,-37.0479749666715,956,0.510338139674859
"18582",4069,22.7122051562648,1535.45205722298,-32.880755233026,429,0.330033763938337
"18583",4069,17.1779157330431,305.44138207008,-33.3454725067782,54,0.0202246811001724
"18584",4069,26.0854420455816,361.969672962887,-35.3941583182618,827,0.088517213996863
"18585",4069,13.1400282276755,82.2814274906634,-45.4908583027573,272,0.0459754483884334
"18586",4070,8.03998453636501,280.820593678067,-36.9304952444043,956,0.495598814240667
"18587",4070,16.1941940280782,772.793228702867,-32.9709170473824,429,0.331436464762066
"18588",4070,18.9924621536761,392.898476931228,-33.521778716578,54,0.0242530220811475
"18589",4070,12.1780887503146,105.655374628494,-35.5537427284452,827,0.0911827924854453
"18590",4071,9.50997442346059,336.648561140743,-37.0582638870918,956,0.524036398358583
"18591",4071,14.6078945547771,791.920974843037,-32.78936120804,429,0.340441815204491
"18592",4071,11.0913408410453,126.148292447511,-33.4622832316647,54,0.022149970023337
"18593",4071,17.8050702994584,189.933745013013,-35.4382082606747,827,0.0766106749678074
"18594",4071,36.9953940188169,231.5808336139,-46.3614886084238,272,0.0320269144451854
"18595",4072,12.2280879743401,422.381472939341,-37.7136656794987,955,0.547120997696666
"18596",4072,21.5338551745637,1241.15618790572,-32.8517369976582,429,0.317620301770243
"18597",4072,10.9985955683025,232.366614921368,-33.0071948558571,54,0.0190896367175455
"18598",4072,16.6789326135807,199.552975149845,-34.9182222967204,827,0.0837145062145365
"18599",4072,39.3487380522855,335.105222989482,-46.4813331321265,272,0.0304825099868184
"18600",4073,9.96603885975296,353.9661436102,-37.0706718762898,956,0.53692357244918
"18601",4073,16.945137909977,827.374563165086,-32.7946952379083,429,0.317759920405646
"18602",4073,12.9489160780235,184.094517674486,-33.2184128229287,54,0.0295764323019953
"18603",4073,22.2926347871474,245.803745870255,-35.5153836310949,827,0.0745158906981809
"18604",4073,24.68789678214,151.224782705055,-48.5467608043565,161,0.0390475231109631
"18605",4074,9.28743066278664,316.654775295941,-36.958884588436,956,0.520538308685503
"18606",4074,16.4804555998554,909.818486230819,-32.8289483720586,429,0.346009049377153
"18607",4074,7.80854862187154,114.152531557449,-33.1666285585714,54,0.0229764430306518
"18608",4074,16.8239337520021,202.030035087899,-35.4326100331089,827,0.0682873220317136
"18609",4074,15.1493609439975,120.639206935781,-44.6941910442232,272,0.0393919074491012
"18610",4075,9.08408910549939,326.721958410709,-37.108786321035,956,0.537733485163241
"18611",4075,14.5227029327888,714.113718784294,-32.81811819391,429,0.320781135292503
"18612",4075,20.961761718873,335.415051003785,-33.57400494471,54,0.0223248853840868
"18613",4075,15.7567767446216,199.310874890466,-34.7263983891328,827,0.0754364687026798
"18614",4075,29.4118232909785,205.495487806254,-46.2988752190568,272,0.0382917924899317
"18615",4076,8.56964265859117,288.344891511955,-36.9666770441352,956,0.543758625537688
"18616",4076,17.3917584229616,878.732493546839,-32.9381121760149,429,0.293438778515653
"18617",4076,9.99901961078708,140.027849346491,-33.1828855272912,54,0.0230016177312903
"18618",4076,14.4493466101647,131.071899957129,-35.5814215921852,827,0.0814340239774637
"18619",4076,24.23631853509,162.178350632999,-46.1029841283807,272,0.0546604585489975
"18620",4077,11.334596313067,381.129872180658,-37.0323520988027,956,0.487650739346908
"18621",4077,19.7588990859063,1068.66360897288,-32.7887292071355,429,0.345298099642503
"18622",4077,30.3057856194857,715.479546332021,-33.3259248065137,54,0.0175549957630907
"18623",4077,17.2546897250393,217.245572865865,-35.3520958708794,827,0.113869246640274
"18624",4077,36.8146097774289,315.828506793128,-47.0157073464306,272,0.0332628851375446
"18625",4078,11.5467560411713,422.121020958125,-37.0582401233303,956,0.533979876593341
