"","it","dim","N","pr","lh","prior"
"9085",9085,5,212.312970009839,0.0016739141520044,-8372.85375708026,-1746.84627622214
"9086",9086,5,273.748623312613,0.00386366203931379,-8375.28424838776,-1754.67882655275
"9087",9087,5,213.979999413444,0.000493704905714857,-8404.41617709578,-1724.18560091162
"9088",9088,5,177.208761043691,0.00111788765829624,-8436.89696098804,-1692.69756949284
"9089",9089,5,200.64041991324,0.00126268496838899,-8408.06829885354,-1722.81876386091
"9090",9090,5,306.737943180374,0.00524464495288634,-8403.72741982115,-1722.35228066549
"9091",9091,5,276.612772428463,0.000459999941081533,-8449.2669745425,-1685.20083567042
"9092",9092,5,284.092795851981,0.00142506950145959,-8379.26386848722,-1751.41471991802
"9093",9093,5,186.234494704119,0.00442857530521413,-8366.26719189406,-1756.67696067995
"9094",9094,5,236.220503063297,0.00228691123391744,-8375.69999450141,-1749.45272316939
"9095",9095,5,191.248134444627,0.00058447793927148,-8384.64840068561,-1743.62763724016
"9096",9096,5,153.623411842789,0.00194395859061088,-8371.75950458085,-1754.53334810118
"9097",9097,5,235.175502240014,0.00117342761955888,-8372.24444433338,-1754.52377413393
"9098",9098,5,183.108951435343,0.00515252140710092,-8437.41647366601,-1686.9965862217
"9099",9099,5,190.831697384488,0.00324022113123245,-8374.63976023651,-1753.54852156608
"9100",9100,5,192.545012624102,0.00248563705712538,-8403.14865574137,-1721.20586787628
"9101",9101,5,168.877448369772,0.00149327124407497,-8395.47756864601,-1731.55146032485
"9102",9102,5,326.042868491365,0.00227747327438022,-8377.21522786478,-1748.62545036454
"9103",9103,5,148.806270087538,8.7073785181256e-05,-8408.81991787257,-1718.22286828438
"9104",9104,5,259.194439484519,0.00245174924627176,-8407.68943598013,-1716.72007059067
"9105",9105,6,181.298255752857,0.00423849310463741,-8411.37300513475,-1724.39126200601
"9106",9106,5,257.312692622893,0.000140696434246566,-8414.40540776023,-1714.85406246542
"9107",9107,5,230.406435562273,0.00179626085470685,-8406.63182083374,-1725.9754866414
"9108",9108,5,217.251489850466,0.00365731747077135,-8375.48639913902,-1750.30599816759
"9109",9109,5,200.120149944371,0.00134895700548185,-8370.88442216824,-1755.7402635882
"9110",9110,5,238.98644780279,0.00302892252229321,-8403.35680128984,-1721.28052571054
"9111",9111,5,202.761712173301,0.000837042232296404,-8411.07724775906,-1714.82753042076
"9112",9112,5,203.865038010387,0.00163376689947388,-8435.13321777575,-1686.08585540767
"9113",9113,5,198.830919882169,0.000801417599879658,-8373.27581655522,-1753.8030420679
"9114",9114,6,170.897205343282,0.000883019328878892,-8332.95565101662,-1800.96044888535
"9115",9115,5,217.071967709982,0.00189265086321448,-8364.62087837294,-1762.58821245429
"9116",9116,6,286.974785208574,0.0011148945054279,-8327.25496921987,-1803.76785296956
"9117",9117,5,342.4881382674,0.00243755244286204,-8372.85557965356,-1755.24145991779
"9118",9118,5,242.234853615062,0.00182552331383895,-8380.94982814035,-1749.46814539924
"9119",9119,5,265.986364151466,0.0026079501649176,-8403.56197276826,-1720.21361432011
"9120",9120,5,139.339318795885,0.00230215397736159,-8437.6660332828,-1686.70075846652
"9121",9121,5,170.917616633096,0.0014478389900814,-8435.5218895703,-1688.06608266869
"9122",9122,5,201.062098547576,0.000391214721755834,-8376.1808988652,-1753.075842894
"9123",9123,5,208.987414783054,0.000721898674451454,-8377.80855048475,-1762.34951181147
"9124",9124,5,278.74280566373,0.00104447412925068,-8370.30146027534,-1757.66520792967
"9125",9125,5,298.21070713104,0.00244501545888741,-8380.08942049278,-1746.96830405758
"9126",9126,5,136.556125163914,0.000887351789363773,-8374.29308728019,-1749.25146423763
"9127",9127,5,230.154322636839,0.00275977872927411,-8415.5751525483,-1714.90592048914
"9128",9128,5,243.772516965522,0.001694881803709,-8406.95973665359,-1720.75082043783
"9129",9129,5,234.255593998267,0.000454787717334256,-8382.72765877779,-1744.65762484227
"9130",9130,5,167.160747817559,0.00488126504371412,-8411.57362558992,-1718.56002493613
"9131",9131,5,252.418156343802,0.00331648889404482,-8395.77354042314,-1738.49636058609
"9132",9132,5,264.184798700763,0.00128406703201796,-8404.0325766165,-1721.33393460982
"9133",9133,5,238.95081652525,0.00226465902061388,-8373.80880243115,-1754.28524991611
"9134",9134,6,276.2570844119,0.00281473551302901,-8417.8391625113,-1721.27086036988
"9135",9135,5,297.006043960319,0.000484103034581901,-8398.66731966253,-1731.48033273333
"9136",9136,5,179.832514946882,0.00130939819750972,-8403.06082144245,-1724.57324558504
"9137",9137,5,255.441920220828,0.00262617285302235,-8413.88640701235,-1713.63125722128
"9138",9138,5,300.451085009665,0.00240798151374029,-8399.05810912019,-1727.09336563587
"9139",9139,5,257.673977719352,0.000812532484732417,-8442.82081754079,-1684.68594284467
"9140",9140,5,223.331865855172,0.0014526330460526,-8439.6125586567,-1693.56267231217
"9141",9141,5,285.757050779359,0.00250985844766625,-8402.76982481683,-1722.05634770741
