"","nelb","ne","neub"
"351",436.653503553254,1728.19554974739,6839.88524966093
"352",442.734599716421,1783.45849756989,7184.26844116445
"353",448.763035516523,1840.16049233552,7545.60953010538
"354",454.812040603878,1898.64145324932,7925.99809629125
"355",460.861403447886,1958.8807534713,8326.17740954784
"356",466.84625104861,2020.66771257586,8746.1300063464
"357",472.772831958926,2084.07668414394,9187.024574563
"358",478.837213715644,2150.00758114782,9653.66196817396
"359",485.032417960437,2218.52938093388,10147.5126853651
"360",491.212268609701,2289.087808579,10667.3292387745
