"","it","t_mid","K","time","br","pr"
"3236",731,9.18461781179909,422.433955865444,-36.9021764238218,956,0.632734337114297
"3237",731,11.0287600232043,269.364905347334,-31.9341813399919,552,0.0992584783178213
"3238",731,10.4056554150978,168.95330410329,-31.9563728921978,664,0.112313832865213
"3239",731,14.6987511525385,216.270287760305,-33.4804035046988,54,0.0187195022818502
"3240",731,15.7874842857174,177.229677595116,-34.0270957671653,938,0.0754293267592562
"3241",731,26.297041254355,202.073217242334,-46.272715859526,272,0.0598941856689582
"3242",732,11.5228804184578,463.440692712356,-37.0058036032408,956,0.609141460648698
"3243",732,11.1070435211751,216.318743647181,-31.8386473559882,552,0.123085057777614
"3244",732,10.843304866424,143.016504544539,-31.9329524625129,664,0.112134988527791
"3245",732,9.15407870474092,58.4164604467466,-33.5282283204411,54,0.0289635789524789
"3246",732,8.56536229387573,80.7930086090502,-34.935313538691,827,0.0955787632940333
"3247",733,12.0873132457925,506.716645667697,-36.9429083034149,956,0.623750571781723
"3248",733,14.1051336413519,360.447199597289,-31.1092564520039,554,0.112557242607122
"3249",733,17.128432306791,282.75177607303,-31.8213649302834,664,0.112550836669959
"3250",733,13.4685739664422,245.375991419819,-33.0494059990464,54,0.0200689936485339
"3251",733,18.8427010355556,187.47076656592,-35.1067358084498,827,0.0920916703819979
"3252",733,23.4153143596157,141.026409209156,-47.679724253669,272,0.0332203513125419
"3253",734,12.4394585462461,526.317176549131,-36.9359022389908,956,0.653178413378421
"3254",734,14.289302050962,363.825570658868,-31.0211511279827,554,0.0916186849006525
"3255",734,12.1229697779069,218.814427509999,-31.9469650321224,664,0.0867085282881203
"3256",734,12.3867994129435,189.859384110216,-33.4277268789808,54,0.0287830517976351
"3257",734,13.8467584011857,119.331511457146,-34.9444860354642,827,0.0935771962795091
"3258",734,12.3672662705523,80.7565394235746,-44.8532334096258,272,0.0435872333383817
"3259",735,12.3073310449407,554.277893642015,-37.0364910173422,956,0.620499549008479
"3260",735,19.401571046691,653.044650008631,-31.0736760857468,554,0.111234499155109
"3261",735,15.2739952872599,315.414676410006,-31.641202540903,664,0.10840081660366
"3262",735,14.5610534270582,198.038558855116,-33.4470356513552,54,0.0207203229492783
"3263",735,21.5566383012511,275.719412479034,-36.1774891254379,716,0.0919789268630598
"3264",735,24.0487731585794,98.5123391570633,-46.192764880481,272,0.0427533319836362
"3265",736,11.6117076748461,476.507224994555,-37.0260026290746,956,0.64021581857899
"3266",736,15.0715945981542,397.588361358176,-31.238602934881,553,0.111323188752376
"3267",736,17.1746369020662,462.483287399059,-31.6926513038654,664,0.101445023948179
"3268",736,14.3594675436363,299.51773093062,-33.1452124017583,54,0.0246678040691932
"3269",736,24.5457534460519,400.879209117606,-34.9670040693643,827,0.0892243077399504
"3270",736,32.2791734509303,250.889348414378,-46.2360975182149,272,0.029043022689865
"3271",737,10.936154033546,489.968289102568,-36.9483338436774,956,0.650367311607084
"3272",737,13.6860659852629,380.830882362976,-31.2820891437327,553,0.105366930900684
"3273",737,11.8767950575916,183.545362246673,-31.6708661858852,664,0.101781732022752
"3274",737,14.1825047578427,315.738531033991,-33.1599746680863,54,0.0212670164203139
"3275",737,19.5843989639784,258.499662404202,-35.3654486536954,827,0.0756720648370473
"3276",737,34.2498344365869,177.317321925679,-50.7300905550357,161,0.0422262495316958
"3277",738,10.775124460849,439.886019828638,-36.9315867858107,956,0.648465127434231
"3278",738,13.561619537231,321.735552910397,-30.946850000979,554,0.102001365740208
"3279",738,17.5338810278069,339.625047507266,-31.708832840546,664,0.106620043958473
"3280",738,9.41502414012996,115.412109676059,-33.2597375899792,54,0.0267417880357248
"3281",738,14.6430770207797,147.120440385778,-35.3510445142154,827,0.079070797698654
"3282",738,21.3789295813304,148.01648844075,-45.4117292624807,272,0.0311336709444437
"3283",739,11.9234546394618,503.184482494048,-36.9605336611477,956,0.631153799162101
"3284",739,13.8775769106323,342.119482340799,-31.3849960508999,553,0.106665545105295
"3285",739,11.5867921514841,181.013383933413,-32.0363190904815,664,0.11657727214537
"3286",739,10.2699307970716,149.431180224254,-33.2848249165728,54,0.0245082746575891
"3287",739,17.6081643170448,201.195606436671,-35.2462627035357,827,0.0843283508558691
"3288",739,22.1874866805093,131.141232404511,-45.5127847409199,272,0.033216937976562
"3289",740,11.530328998204,549.404020188323,-36.931007022174,956,0.645703983473747
"3290",740,16.6240026604426,432.71712947149,-31.3989232018368,553,0.113496010842507
"3291",740,8.53465640409879,161.558108444017,-31.6306627795642,664,0.0942967253411507
"3292",740,23.9413846847581,680.64068637428,-33.1419568439186,54,0.0242638873436359
"3293",740,14.7109555889798,164.4299327926,-35.0814771748832,827,0.0842413000759661
"3294",740,15.4079878825891,122.179354439414,-44.8329857334793,272,0.0339226737485288
"3295",741,11.3652874890491,461.623531263619,-36.9285370480321,956,0.635039524328323
"3296",741,12.9502771255125,346.068619024705,-31.5269259856798,553,0.105589587430091
"3297",741,7.76903454049468,100.287963984173,-31.6535827514739,664,0.10390018052375
"3298",741,11.1853957804431,138.524824908118,-33.4788900407958,54,0.0209936761334745
"3299",741,14.7063411433362,171.387617052285,-34.7802526220806,827,0.0998909271528921
"3300",742,9.51973919962238,454.711232793138,-36.9057551516732,956,0.627750110317681
"3301",742,18.9397737216487,673.21138627918,-30.9953445641785,554,0.112244505173029
"3302",742,17.7222289280587,338.868400672776,-31.9195026029918,664,0.106090929510826
"3303",742,12.0683355551636,217.974585182071,-33.1310351074606,54,0.0315302073752364
"3304",742,17.6348578791928,157.341532633761,-35.505201986622,827,0.0867380287399334
"3305",742,20.6350114820564,128.89224538128,-46.3062663783472,272,0.0330442132047465
"3306",743,11.7516036377785,444.305758788978,-37.0396907791833,956,0.655141984191641
"3307",743,11.4839165873462,254.195512111002,-31.9123347877566,552,0.104015261382903
"3308",743,12.2959254339431,215.117104100585,-31.7293337803902,664,0.108825525503639
"3309",743,21.4184123444721,268.041858959621,-33.3725179783065,54,0.0177317563012432
"3310",743,15.4424853943325,150.256467617712,-35.1703011311412,827,0.0852379681334351
"3311",743,35.7653240700689,230.97764227807,-46.7519006556617,272,0.024135085096114
"3312",744,9.87840844156102,447.972031384749,-36.9799982938775,956,0.630620793199927
"3313",744,12.4203780431917,352.078318583335,-30.9863018597445,554,0.107640996320165
"3314",744,16.849766614409,305.599714609402,-32.0633753221217,664,0.0953586408709735
"3315",744,18.0862040137408,289.489248218761,-33.4076848463728,54,0.0219712523196945
"3316",744,10.8157502456131,94.7728195906209,-36.2574542344903,716,0.0951298234724052
"3317",744,22.6181530611064,118.118432370428,-47.5736993905359,272,0.0435139851350076
"3318",745,11.7448827199528,521.038967860566,-36.9723691277033,956,0.650298513331012
"3319",745,14.7812507734022,415.487856004059,-31.508346580609,553,0.0894590213363094
"3320",745,17.5910319622967,356.359820878377,-32.0756188994191,664,0.100576231336808
"3321",745,12.6117275458821,191.664542394048,-33.4432431064551,54,0.0200155915414646
"3322",745,9.46913872880974,111.764944577407,-34.9545593556937,827,0.0917338396229297
"3323",745,18.4755417662228,102.921475764346,-46.1835602667692,272,0.0424092883376591
"3324",746,12.8602731691482,586.852084109074,-37.0041054296524,956,0.617988806537286
"3325",746,17.1695430390871,565.082298899144,-31.3441410479852,553,0.110243343876571
"3326",746,14.6493607029572,253.912837682134,-32.0828732928193,664,0.111626093544836
"3327",746,20.2260516581042,340.781082080787,-33.3649232332961,54,0.0302712276634368
"3328",746,16.7698072154417,191.770266483025,-35.1198017576911,827,0.0918845353265608
"3329",746,14.7127394478069,126.922795397994,-47.566832794633,272,0.03366758929765
"3330",747,16.8351083662409,747.76070566354,-37.0421251368495,956,0.625442812072357
"3331",747,12.7510995230768,248.039200212558,-32.1110400014052,552,0.120948077773337
"3332",747,12.076673376219,180.74935316724,-32.0954270511887,664,0.0920142177176864
"3333",747,11.1194488131655,198.462245262373,-33.1175794900769,54,0.0284554402531905
"3334",747,29.6851027482012,551.709134291658,-35.7088589632469,827,0.0887395387540583
"3335",747,42.4884054799954,175.984763186328,-55.9794804708467,161,0.0387601252597987
"3336",748,12.9160821884529,455.147158781706,-37.1953445771435,956,0.622353076392668
"3337",748,8.17551042002992,175.403438158232,-31.1154740425001,554,0.12836502212059
"3338",748,15.718309489928,259.634457310119,-31.8581614798075,664,0.0973014369813522
"3339",748,11.3399390915814,191.000297046685,-33.4265931843272,54,0.0205458854941076
"3340",748,20.3607312475528,191.531932921417,-35.456152578839,827,0.0856589812656495
"3341",748,23.5057613623007,130.501494416979,-45.73149991466,272,0.0356941891556689
"3342",748,12.6082661556595,226.022798410927,-29.8351517723865,879,0.00368798206061582
"3343",749,10.5013091889514,465.620758813459,-36.9485944473973,956,0.603517897324097
"3344",749,14.8392995407467,385.806114775747,-31.1132178402784,554,0.114755356643828
"3345",749,15.0646673580067,272.432542311874,-31.7739762546894,664,0.122883149455082
"3346",749,10.2942611090334,116.723884207002,-33.2288326297522,54,0.0274747893842707
"3347",749,17.5502267218852,138.516226199852,-35.6951900765772,827,0.0789966875604431
"3348",749,18.8978892637452,112.784519705161,-45.7537294437039,272,0.04989065280519
"3349",750,11.6259755674229,503.769757537895,-37.0104719188551,956,0.639913381560309
"3350",750,14.0510032381047,399.919482324407,-31.2220707838045,553,0.110044508845827
"3351",750,15.098000547437,248.493878079378,-32.2235629247881,664,0.103609515600002
"3352",750,18.3159282934563,225.460749881528,-33.3603798504888,54,0.0305851041695314
"3353",750,11.1120341886093,120.706367688315,-35.4977093288916,827,0.0753381136021166
"3354",750,16.4264606694142,88.4134978658366,-45.9825223279551,272,0.0359479925457186
"3355",751,14.9401924514867,593.324587849785,-37.4626871995696,956,0.640446022581988
"3356",751,13.9679330146464,339.188808645206,-31.3469013643245,553,0.102694003734782
"3357",751,8.50314047980574,124.135818766415,-31.6919794231185,664,0.0940168192785422
"3358",751,11.6629227244201,179.744828348605,-33.0359126591449,54,0.0248112722635509
"3359",751,9.19622005626326,81.9382557049996,-36.1365666354859,716,0.0954477694240984
"3360",751,7.75749256675184,74.6875231584045,-44.9067556590312,272,0.0359808221742261
"3361",752,12.7374623108543,554.81652439108,-37.0739094823677,956,0.626245889235351
"3362",752,11.3703337002271,286.966985206292,-30.9610235891005,554,0.133429625889386
"3363",752,9.18695447687344,120.819392308675,-32.2336983022174,664,0.0868561524226571
"3364",752,17.1927604572471,438.896669631215,-33.1369750154395,54,0.0255236051774224
"3365",752,18.3732109925235,155.909328500496,-35.6013158784539,827,0.0951381129697581
"3366",752,38.5875925728236,204.196354758668,-53.8068359666473,161,0.0299091027310478
"3367",753,11.8327108146158,474.771219217584,-37.1064759693908,956,0.64277860730387
"3368",753,12.5495328239624,318.116353926383,-30.9551331849448,554,0.106747096456938
"3369",753,13.9359768201502,210.772502185334,-31.9604017360778,664,0.115305564319674
"3370",753,13.5655936138141,216.3002457447,-33.249767568088,54,0.0218681802116606
"3371",753,12.0670697969984,116.543503566875,-34.893581192335,827,0.0759864842730361
"3372",753,16.5628596938761,138.421721832702,-48.2839413591618,161,0.0332369264855607
"3373",754,11.1720675009284,447.7149830102,-37.0581608398688,956,0.648274058260926
"3374",754,10.6582797167254,218.948754413957,-31.3652433223901,553,0.109865744710101
"3375",754,14.044658838175,224.556864999898,-31.7748515516837,664,0.0961334163780996
"3376",754,17.0514874537482,273.628977206097,-33.2258119625581,54,0.0231346531581088
"3377",754,12.6891717092077,114.665270187252,-34.7950969494445,827,0.0758304051751272
"3378",754,21.9926759307008,94.9789949314924,-46.5989235010691,272,0.0390887052678483
"3379",755,10.2799108438421,545.918679576178,-36.9322712825958,956,0.671148823166722
"3380",755,8.40643525756529,179.091828310644,-30.9240283908505,554,0.108111080883227
"3381",755,10.4695593541243,158.132711633772,-31.972049576012,664,0.0756115075972108
"3382",755,15.6302755973902,141.711323995272,-35.1529965777605,827,0.103171307856382
"3383",756,12.917327956387,647.650008731682,-36.9640705910514,956,0.64250491509245
"3384",756,13.5560517214531,284.295386264168,-31.5550694314548,553,0.0925728056297329
"3385",756,7.32239427949194,117.077202046031,-31.7218346747068,664,0.10983345206306
"3386",756,9.92177229798605,129.665983282215,-34.8474438734048,827,0.0929174176169691
"3387",756,12.7586894498144,90.4537067082745,-45.1328427986826,272,0.0498706852430141
"3388",756,7.86046402394724,202.686345364094,-26.6059857962439,596,0.011215949100394
"3389",757,13.4745017344963,619.854294744863,-36.9652001176383,956,0.668181790909518
"3390",757,12.7376785219496,318.940358999895,-31.3143276848724,553,0.109331267561022
"3391",757,10.5314908041135,127.907561772092,-31.7950639530436,664,0.0875043706148377
"3392",757,14.2645227659858,134.712364723376,-35.1142246971919,827,0.0883799579906973
"3393",757,21.57310939964,90.2782894686893,-49.4968265340896,161,0.0415185740771294
"3394",758,12.0602287840894,569.148611213526,-37.0463108521331,956,0.685333765321701
"3395",758,13.0796739434539,323.969000344399,-31.3806997896163,553,0.112545256870101
"3396",758,19.2564531994817,328.340419254122,-32.237972601853,664,0.0988661209626406
"3397",758,12.3576344209854,117.618107196114,-34.9652488318291,827,0.0706057850523681
"3398",758,27.4582614153726,196.920436081276,-45.3608477319513,272,0.0303139655999541
"3399",759,12.8823038919714,581.675382050093,-36.9820446646327,956,0.653526013597663
"3400",759,14.7710936030311,406.061263086173,-31.3785865833344,553,0.0964425110989575
"3401",759,13.4131480667645,186.118918099486,-32.3244032909468,664,0.105319329233776
"3402",759,17.2848634959517,190.809502868003,-35.6839414321984,827,0.0757940545854414
"3403",759,12.2875137042547,183.638586247942,-33.5377924124362,54,0.0313917659866823
"3404",759,14.3105447697253,101.470346794034,-46.1199484386256,272,0.0316337901109233
"3405",760,14.354428064484,581.944173893567,-37.0178501017543,956,0.621769132206376
"3406",760,18.7424556532178,584.08234051166,-31.069407498179,554,0.107482706112199
"3407",760,19.3516306556827,388.904802444261,-31.7413701585887,664,0.111647109382558
"3408",760,12.4044619390687,100.728762558756,-35.0168967319827,827,0.0861531487134793
"3409",760,15.9361252222302,226.779675628617,-33.2667321145863,54,0.0188747369995175
"3410",760,52.0219304393203,475.047358929141,-51.0682500431417,161,0.0496173764826661
"3411",761,12.2072224781733,555.957466404816,-37.0562063501031,956,0.631399209365969
"3412",761,11.0763161902327,228.019149787064,-31.1078649193461,554,0.106923102689189
"3413",761,13.1408557767553,212.895081760353,-31.7005363781058,664,0.104315397998904
"3414",761,16.8969369521731,162.805711727553,-35.7025675946183,827,0.0943929759085292
"3415",761,13.1589765289552,188.455283087433,-33.4148506207931,54,0.0216475525730179
"3416",761,48.3696061515694,268.740342982089,-46.1616463697217,272,0.0383070504109754
"3417",762,12.8057172020878,560.407535793722,-36.9883298986073,956,0.649180114737272
"3418",762,16.269160136996,409.16336759394,-30.963014329343,554,0.10900109883216
"3419",762,9.50779045495837,166.431298979032,-31.6532171398168,664,0.103629503102978
"3420",762,27.0354048396258,345.141240806396,-35.6480432065954,827,0.0867756670469272
"3421",762,11.861225541459,181.855869602849,-32.9795403694184,54,0.0200114105105981
"3422",762,34.2437244798261,282.172912157128,-46.2211606792791,272,0.0277556276232611
"3423",763,12.0895878354944,538.114489386054,-37.0020622707108,956,0.634316046460762
"3424",763,9.91477279491523,211.118815185018,-31.8909200041266,552,0.121760858589364
"3425",763,7.50871124209979,111.924734930227,-31.662449485177,664,0.0958710393325629
"3426",763,8.57901299948291,86.0576952050906,-34.7874225553947,827,0.0921796283748072
"3427",763,7.71484747777204,110.586383780857,-33.0261241675424,54,0.0270755839516054
"3428",763,21.2952166103235,130.153099422603,-45.6705539308398,272,0.0256168879213985
"3429",764,13.2941618786714,608.622393702251,-36.9386293834393,956,0.629509320740065
"3430",764,13.2728327834414,303.594917756588,-31.0781224885054,554,0.122549845483689
"3431",764,11.9725578943216,210.096302442173,-32.0346724382725,664,0.0882768473506571
"3432",764,11.5018639386495,98.7803507079086,-35.2925873256375,827,0.0842509229254377
"3433",764,10.0549357963692,174.428474085589,-33.5517521278165,54,0.0258432407236496
"3434",764,28.3154535555025,254.298503981772,-47.1216419216599,272,0.0448439105557766
"3435",765,13.0307981108057,581.423900986819,-36.9342596987798,956,0.624381887701388
"3436",765,11.0600738352658,265.007896595525,-31.9402859936983,552,0.142732107166615
"3437",765,6.44890486392435,117.109295219813,-31.7650693272098,664,0.10291752113615
"3438",765,20.3303731911064,261.804705103906,-34.8897198758667,827,0.0742322214812152
"3439",765,26.2120721277278,488.740845613378,-33.5085840529587,54,0.0187539170445159
"3440",765,19.0581227625789,161.280172620538,-45.0313419232911,272,0.0290057950181488
"3441",766,13.149940813557,569.57334779165,-37.1029336874077,956,0.663483076740447
"3442",766,9.96347580347216,222.256676516023,-31.0869591091543,554,0.099861822279189
"3443",766,13.5425188361949,256.940699441797,-31.7768577007062,664,0.104307399214528
"3444",766,20.4916104508245,269.063279668228,-36.0788277087003,716,0.0884910142354928
"3445",766,13.5718716405151,200.692118814009,-33.181294132012,54,0.0179983258888963
"3446",766,35.3650929015361,248.158832079756,-45.6309140429184,272,0.0239212140264373
"3447",767,9.41527844738839,418.449248732713,-36.9478392341037,956,0.635307072264071
"3448",767,14.0752112519562,360.118715074798,-31.3086733840904,553,0.117923974694336
"3449",767,11.4540451275899,160.784697968885,-32.240822599444,664,0.0972537483105
"3450",767,6.81244289084525,67.2725542401156,-34.7361752081336,827,0.0788623004571056
"3451",767,17.5437706290546,281.588498216381,-33.1747758912314,54,0.0212442912985906
"3452",767,22.0718809921486,111.812157537113,-46.1365227174453,272,0.0433482345831988
"3453",768,13.1408429151845,571.711452033288,-36.9998120775485,956,0.660922141207553
"3454",768,14.061832856064,390.939164390835,-31.2926491290024,553,0.0873609108947245
"3455",768,10.8872635566299,155.491330453541,-31.9523083760234,664,0.103767914527585
"3456",768,19.2348243435866,242.590601387305,-34.8509445071287,827,0.0856175018921064
"3457",768,12.1825619161359,131.131914097823,-33.3962395907899,54,0.0230889944082391
"3458",768,31.4981928015567,146.733217907345,-53.0467373547768,161,0.0348068953531373
"3459",769,13.4587843125733,587.502735034348,-37.1221256900927,956,0.644136198276753
"3460",769,11.7825379026217,261.241807353352,-31.1103503834407,554,0.0986680935634286
"3461",769,12.8163973196929,232.421764354068,-31.6642471342711,664,0.115615216224075
"3462",769,14.0846245207238,123.510855990315,-35.6063958347898,827,0.0764417377101045
"3463",769,18.3440613541601,385.06105085026,-33.0358954413519,54,0.0216264455316974
"3464",769,46.5968792439133,350.804457765369,-46.3699069329998,272,0.0412598004337663
"3465",770,11.2822097247862,469.483303587277,-36.9192581002382,956,0.639095928331322
"3466",770,11.9561298418865,244.68837249304,-31.7351758226473,552,0.117236727019787
"3467",770,17.1977125016026,243.677900355477,-32.4721732217615,664,0.0942285790238361
"3468",770,16.7565576036252,167.513475411967,-35.4143656491281,827,0.0887132897320434
"3469",770,22.0644759394846,436.238238896944,-33.4776076984936,54,0.0224773718778515
"3470",770,20.1125526441139,88.0526472162665,-47.6948819757947,272,0.0360268480882341
"3471",771,12.9804724244248,534.256513446895,-37.1950537132452,956,0.639824185338619
"3472",771,18.7321311419849,563.05843331414,-31.5320854787245,553,0.111877847338047
"3473",771,14.074109046693,250.85137116747,-32.0101064741683,664,0.110871351181187
